"code","name","city","country","latitude","longitude","icao","type"
"EVYXV","Babelthuap Airport","Babelthuap Island","PW","7.36731","134.544236","PTRO","medium_airport"
"MPX","Miyanmin Airport","Miyanmin","PG","-4.90305556C","141.62083333Y","AYIY","small_airport"
"CUV","Casigua El Cubo Airport","Casigua El Cubo","VE","8.75814","-72.536301","SVCG","private_airport"
"ELI","Elim Airport","Elim","US","64.6147","-162.272003","PFEL","smallest_airport"
"YBK N","São Miguel do Araguaia Airport","São Miguel do Araguaia","BR","-13.3313","-50.197601","SWUA","small_airport"
"DEIDJ","Gooding Municipal Airport","Gooding","US","42.91719818","-114.7649994","KGNG","small_airport"
"YYDQY","Sindhudurg Airport","Chipi","IN","16.002552","73.529846","VOSR","medium_airport"
"BMG","Monroe County Airport","Bloomington","US","39.14599991","-86.61669922","KBMG","very_small_airport"
"WLG","Wellington International Airport","Wellington","NZ","-41.327202","174.804993","NZWN","private_airport"
"HPDVB","Kamalpur Airport","Manik Bhandar","IN","24.134325","91.810769","VEKM","small_airport"
"WRI","Mc Guire Air Force Base","Wrightstown","US","40.0155983","-74.59169769","KWRI","smallest_airport"
"SEG","Penn Valley Airport","Selinsgrove","US","40.8205986","-76.86389923","KSEG","smallest_airport"
"OAA","Shank Air Base","Baraki Barak","AF","33.922217C","69.07794Z","OASH","small_airport"
"VXNEI","Memorial Field Airport","Hot Springs","US","34.4788","-93.096262","KHOT","medium_airport"
"MNI","John A. Osborne Airport","Gerald's Park","MS","16.791401C","-62.193298X","TRPG","medium_airport"
"R HZS","Senanga Airport","Senanga","ZM","-16.113","23.2982","FLSN","small_airport"
"AUP","Agaun Airport","Agaun","PG","-9.927715C","149.389951Y","AYAG","small_airport"
"MZIRP","Southwest Minnesota Regional Airport - Marshall/Ryan Field","Marshall","US","44.45050049","-95.82189941","KMML","small_airport"
"RQNZE","Yakutsk Airport","Yakutsk","RU","62.09329987","129.77099609","UEEE","medium_airport"
"UVBIF","La Primavera Airport","La Primavera","CO","5.4776","-70.4212","SKIM","small_airport"
"SFZVF","Haivaro Airport","Haivaro","PG","-6.9406","143.059","AYHO","small_airport"
"ZZU","Mzuzu Airport","Mzuzu","MW","-114447","34011799","FWUU","medium_airport"
"ZJLYI","Wright-Patterson Air Force Base","Dayton","US","39.826099","-84.048302","KFFO","medium_airport"
"EMT","San Gabriel Valley Airport","El Monte","US","34.086102","-118.035004","KEMT","private_airport"
"YQX V","Maleo Airport","Morowali","ID","-2.201143","121.662884","WAFO","small_airport"
"MKQ","Mopah International Airport","Merauke","ID","-8523898","140419693","WAKK","medium_airport"
"SKC","Suki Airport","Suki","PG","-80466","1417222","AYSU","small_airport"
"MBQ","Mbarara Airport","Mbarara","UG","-0555278","305994","HUMA","small_airport"
"CSB","Caransebeş Airport","Caransebeş","RO","45.420142","22.252507","LRCS","private_airport"
"NVT","Ministro Victor Konder International Airport","Navegantes","BR","-26.879431","-48.650979","SBNF","very_small_airport"
"ENXRH","Brighton City Airport","Brighton, East Sussex","GB","50.835602","-0.297222","EGKA","medium_airport"
"POL","Pemba Airport","Pemba","MZ","-12993302","40524867","FQPB","medium_airport"
"VAH","Capitán Av. Vidal Villagomez Toledo Airport","Vallegrande","BO","-18.4825","-64.099403","SLVG","private_airport"
"LTC","Lai Airport","Lai","TD","9.3979","16.3125","FTTH","private_airport"
"CPA","Cape Palmas Airport","Harper","LR","4.37902021B","-7.69694996Z","GLCP","small_airport"
"UGC","Urgench Airport","Urgench","UZ","41.58430099","60.64170074","UTNU","smallest_airport"
"SXX","São Félix do Xingu Airport","São Félix do Xingu","BR","-6.6413","-51.9523","SNFX","very_small_airport"
"MGA","Augusto C. Sandino (Managua) International Airport","Managua","NI","12.14150047","-86.16819763","MNMG","very_small_airport"
"ODZLS","Lugano Airport","Agno","CH","46.004299","8.91058","LSZA","medium_airport"
"JIA","Juína Airport","Juína","BR","-11419444","-58701668","SWJN","small_airport"
"NTU","Oceana Naval Air Station","Virginia Beach","US","36.820702C","-76.033501Z","KNTU","medium_airport"
"IPZ","San Isidro del General Airport","Pérez Zeledón","CR","9.348676","-83.712301","MRSI","very_small_airport"
"FCO","Rome–Fiumicino Leonardo da Vinci International Airport","Rome","IT","41804532","12251998","LIRF","large_airport"
"ESGGE","Cape Newenham LRRS Airport","Cape Newenham","US","58.64640045","-162.06300354","PAEH","medium_airport"
"NLF","Darnley Island Airport","Darnley Island","AU","-9.579176","143.780276","YDNI","very_small_airport"
"TPH T","Port Heiden Airport","Port Heiden","US","56.957893","-158.630219","PAPH","medium_airport"
"GND","Maurice Bishop International Airport","Saint George's","GD","12.0042","-61.786201","TGPY","private_airport"
"HMA","Khanty Mansiysk Airport","Khanty-Mansiysk","RU","610285","69086098","USHH","medium_airport"
"TGJ","Tiga Airport","Tiga","NC","-21.096407","167.80379","NWWA","very_small_airport"
"FTY","Fulton County Airport Brown Field","Atlanta","US","33.77909851","-84.52140045","KFTY","private_airport"
"OVEMR","Lifuka Island Airport","Lifuka","TO","-19.77700043","-174.34100342","NFTL","medium_airport"
"FUM","Fuma Airport","Fuma","PG","-6.3933","142.4408","AYFU","private_airport"
"VUP","Alfonso López Pumarejo Airport","Valledupar","CO","10435","-732495","SKVP","medium_airport"
"ELCAD","Santa Bernardina International Airport","Durazno","UY","-33.358898","-56.499199","SUDU","medium_airport"
"SIR","Sion Airport","Sion","CH","46.219166","7.326944","LSGS","very_small_airport"
"ILG","Wilmington Airport","Wilmington","US","39.678699","-75.606499","KILG","very_small_airport"
"LXN","Jim Kelly Field","Lexington","US","40.791","-99.777298","KLXN","smallest_airport"
"MJW","Mahenye Airport","Gonarezhou National Park","ZW","-21.231","32.3336","FVMH","private_airport"
"GRK","Killeen Regional Airport / Robert Gray Army Airfield","Fort Cavazos","US","310672","-97828903","KGRK","medium_airport"
"RAJXO","Doctor Carlos Alberto da Costa Neves Airport","Caçador","BR","-26.787423","-50.939942","SBCD","small_airport"
"PIP","Pilot Point Airport","Pilot Point","US","57.580399","-157.572006","PAPN","very_small_airport"
"R COY","Nelson Lagoon Airport","Nelson Lagoon","US","56.0075","-161.160004","PAOU","small_airport"
"ELQ","Gassim Airport","Buraidah","SA","26302799","43774399","OEGS","medium_airport"
"NUBDM","Mário Ribeiro Airport","Montes Claros","BR","-16.706919","-43.818901","SBMK","medium_airport"
"CUH","Cushing Municipal Airport","Cushing","US","35.950496","-96.772371","KCUH","smallest_airport"
"BEL","Val de Cans/Júlio Cezar Ribeiro International Airport","Belém","BR","-1.379279","-48.476207","SBBE","private_airport"
"PHT","Henry County Airport","Paris","US","36.33819962A","-88.38289642Y","KPHT","small_airport"
"REB","Müritz Airpark","Lärz","DE","53.306389B","12.752222Z","EDAX","small_airport"
"SUD","Stroud Municipal Airport","Stroud","US","35.78960037A","-96.65570068Y","KSUD","small_airport"
"GGO","Guiglo Airport","Guiglo","CI","6.534711","-7.526847","DIGL","very_small_airport"
"BWX","Banyuwangi Airport","Rogojampi, Banyuwangi","ID","-8.31015C","114.3401X","WADY","small_airport"
"AYU","Aiyura Airport","Aiyura Valley","PG","-6.33805556","145.90416667","AYAY","smallest_airport"
"GAT","Gap-Tallard Airfield","Tallard, Hautes-Alpes","FR","44.455002A","6.03778X","LFNA","small_airport"
"WRIUG","Doylestown Airport","Doylestown","US","40.33300018","-75.12229919","KDYL","small_airport"
"MSZTE","King Khalid Air Base","Khamis Mushait","SA","18.2973","42.803501","OEKM","medium_airport"
"UIH","Phu Cat Airport","Quy Nohn","VN","13.955","109.042","VVPC","private_airport"
"YEK","Arviat Airport","Arviat","CA","61.0942","-94.070801","CYEK","private_airport"
"YOBAB","Gisenyi Airport","Gisenyi","RW","-1.67719996","29.25889969","HRYG","medium_airport"
"TAO","Qingdao Jiaodong International Airport","Qingdao (Jiaozhou)","CN","36.361953","120.088171","ZSQD","private_airport"
"EHUTR","Yoro Airport","Yoro","HN","15.1275","-87.135","MHYR","small_airport"
"SKJ","Singkawang Airport","Singkawang","ID","0789936","108960395","WIOD","small_airport"
"THY","Thohoyandou Airport","Thohoyandou","ZA","-23.0769","30.3836","FATH","private_airport"
"CIE","Collie Airport","Collie","AU","-33.36669922C","116.21700287X","YCOI","small_airport"
"DGW","Converse County Airport","Douglas","US","42.79719925","-105.3860016","KDGW","private_airport"
"YKLAM","City of Derry Airport","Derry","GB","55.0428009","-7.16110992","EGAE","medium_airport"
"GHU","Gualeguaychu Airport","Gualeguaychu","AR","-33.005567","-58.612833","SAAG","private_airport"
"BCE","Bryce Canyon Airport","Bryce Canyon","US","37.70640182C","-112.14499664Z","KBCE","medium_airport"
"JUM","Jumla Airport","Jumla","NP","29.2742","82.193298","VNJL","smallest_airport"
"GLVSG","Bill & Hillary Clinton National Airport/Adams Field","Little Rock","US","34.729582","-92.223728","KLIT","medium_airport"
"AIV","George Downer Airport","Aliceville","US","33.106499","-88.1978","KAIV","smallest_airport"
"ADD","Addis Ababa Bole International Airport","Addis Ababa","ET","897789","38799301","HAAB","large_airport"
"BEY","Beirut Rafic Hariri International Airport","Beirut","LB","33.82089996","35.48839951","OLBA","smallest_airport"
"DWUKS","Okondja Airport","Okondja","GA","-0.665214","13.6731","FOGQ","medium_airport"
"MNJ","Mananjary Airport","Mananjary","MG","-21.201799","48.358299","FMSM","smallest_airport"
"XIC","Xichang Qingshan Airport","Liangshan (Xichang)","CN","279891","102183998","ZUXC","medium_airport"
"TNQ","Washington Island Airstrip","Teraina","KI","4.698359","-160.394376","PLWN","private_airport"
"BKM","Bakalalan Airport","Bakalalan","MY","3.974","115.617996","WBGQ","smallest_airport"
"OLN","Lago Musters Airport","Sarmiento","AR","-45.5752","-69.077","SAVM","smallest_airport"
"SRVYX","Ivujivik Airport","Ivujivik","CA","62.417301","-77.925301","CYIK","small_airport"
"LGR","Cochrane Airport","Cochrane","CL","-47243591","-7258815","SCHR","medium_airport"
"LEH","Le Havre-Octeville Airport","Le Havre","FR","49534038","0088406","LFOH","medium_airport"
"ACJ","Anuradhapura Airport","Anuradhapura","LK","8301542","8042848","VCCA","medium_airport"
"PCIKF","Curtis Field","Brady","US","31.178931","-99.324732","KBBD","medium_airport"
"PCDQJ","Bremen Airport","Bremen","DE","53.046786","8.78932","EDDW","medium_airport"
"PPU","Hpapun Airport","Pa Pun","MM","18.06669998A","97.44979858Y","VYPP","small_airport"
"AFLXT","Konya Airport","Konya","TR","37.979","32.561901","LTAN","medium_airport"
"MFU","Mfuwe Airport","Mfuwe","ZM","-13.25889969","31.93659973","FLMF","smallest_airport"
"DOD","Dodoma Airport","Dodoma","TZ","-6.17044","35.752602","HTDO","private_airport"
"PGMSL","Bagram Airfield","Bagram","AF","34.946098","69.264999","OAIX","medium_airport"
"KGI","Kalgoorlie Boulder Airport","Broadwood","AU","-30791543","121464586","YPKG","medium_airport"
"MNL","Ninoy Aquino International Airport","Manila (Pasay)","PH","14.5086C","121.019997Y","RPLL","large_airport"
"KSX","Yasuru Airport","Yasuru","PG","-6.6015","146.1813","AYYR","private_airport"
"TJA","Capitan Oriel Lea Plaza Airport","Tarija","BO","-21.5557","-64.701302","SLTJ","smallest_airport"
"USN","Ulsan Airport","Ulsan","KR","35.59349823A","129.352005Z","RKPU","medium_airport"
"MZW","Mecheria Airport","Mecheria","DZ","33.53590012A","-0.24235301Y","DAAY","medium_airport"
"MKG","Muskegon County Airport","Muskegon","US","43169498","-86238197","KMKG","medium_airport"
"RCR","Fulton County Airport","Rochester","US","41.06560135C","-86.18170166Z","KRCR","small_airport"
"O VDR","Langley Airport","Langley","CA","49.1008","-122.630997","CYNJ","medium_airport"
"KRZ","Kiri Airport","Kiri","CD","-1.499806","18.928456","FZBT","smallest_airport"
"GAE","Gabès Matmata International Airport","Gabès","TN","33.733691","9.91941","DTTG","very_small_airport"
"RNLJT","Atlantic City International Airport","Atlantic City","US","39.45759964","-74.57720184","KACY","medium_airport"
"XXX","Serik Bus Station Helipad","Serik","TR","36.913289B","31.083723Z","XXXX","heliport"
"LTI","Altai Airport","Altai","MN","46.37639999","96.22109985","ZMAT","very_small_airport"
"KDC","Kandi Airport","Kandi","BJ","11.14479","2.940381","DBBK","very_small_airport"
"SUT","Sumbawanga Airport","Sumbawanga","TZ","-7.948889","31.610278","HTSU","smallest_airport"
"MKJ","Makoua Airport","Makoua","CG","-0.020842B","15.577746Z","FCOM","small_airport"
"GUTKM","St Clair County International Airport","Port Huron","US","42.9109993","-82.52890015","KPHN","small_airport"
"NLPCV","Montpellier-Méditerranée Airport","Montpellier/Méditerranée","FR","43.576199","3.96301","LFMT","medium_airport"
"UAK","Narsarsuaq Airport","Narsarsuaq","GL","61.1605","-45.425999","BGBW","very_small_airport"
"HGE","Higuerote Airport","Higuerote","VE","10.462474A","-66.092779X","SVHG","small_airport"
"YYM","Cowley Airport","Cowley","CA","49.63639832","-114.09400177","CYYM","smallest_airport"
"PMT","Paramakatoi Airport","Paramakatoi","GY","4699587","-59713841","SYPM","small_airport"
"AYT","Antalya International Airport","Antalya","TR","36898701","30800501","LTAI","large_airport"
"CCB","Upland-Cable Airport","Upland","US","34.111599","-117.688004","KCCB","very_small_airport"
"Q IRM","Illesheim Army Heliport","Illesheim","DE","49.4739","10.3881","ETIK","heliport"
"KYP","Kyaukpyu Airport","Kyaukpyu","MM","19.42639923","93.53479767","VYKP","private_airport"
"ZIRSF","Lynchburg Regional Airport - Preston Glenn Field","Lynchburg","US","37.326698","-79.200401","KLYH","medium_airport"
"MFOYB","Frank Pais International Airport","Holguin","CU","20.78560066","-76.31510162","MUHG","medium_airport"
"XIXAX","Shaw Air Force Base","Sumter","US","33.972698","-80.470596","KSSC","medium_airport"
"HUZ","Huizhou Pingtan Airport","Huizhou (Pingtan)","CN","23049999","114599998","ZGHZ","medium_airport"
" D L ","Carlos Rovirosa Pérez International Airport","Villahermosa","MX","17.997","-92.817398","MMVA","medium_airport"
"HOSRU","Tulsipur Airport","Dang","NP","28.111099","82.294197","VNDG","small_airport"
"SCF","Scottsdale Airport","Scottsdale","US","336228981","-11191100311","KSDL","small_airport"
"WMRDD","Travis Air Force Base","Fairfield","US","38.262699","-121.927002","KSUU","medium_airport"
"KVHBI","Zamperini Field","Torrance","US","33.80339813","-118.33999634","KTOA","small_airport"
"NXWWN","Olney Noble Airport","Olney-Noble","US","38.721802","-88.176399","KOLY","small_airport"
"HJYFN","Bowling Green Warren County Regional Airport","Bowling Green","US","36.96450043","-86.41970062","KBWG","medium_airport"
" PWM ","Kelle Airport","Kelle","CG","-0.071271","14.506621","FCOK","small_airport"
"HLPJS","Congonhas Airport","São Paulo","BR","-23.627657","-46.654601","SBSP","medium_airport"
"AVW","Marana Regional Airport","Marana","US","32.409065","-111.216199","KAVQ","smallest_airport"
"MLL","Marshall Don Hunter Sr Airport","Marshall","US","61.8643C","-162.026001X","PADM","small_airport"
"OHI","Oshakati Airport","Oshakati","NA","-17.797C","15.6993Z","FYOS","small_airport"
"PER","Perth International Airport","Perth","AU","-31.94029999","115.96700287","YPPH","smallest_airport"
"LNK","Lincoln Airport","Lincoln","US","40.85100174C","-96.75920105Y","KLNK","medium_airport"
"HVD","Khovd Airport","Khovd","MN","47.95410156B","91.62819672X","ZMKD","medium_airport"
"LCK","Rickenbacker International Airport","Columbus","US","39.813801","-82.927803","KLCK","very_small_airport"
"RTZMM","Dandong Langtou Airport","Dandong (Zhenxing)","CN","40.025453","124.28669","ZYDD","medium_airport"
"ELMNM","Tamchakett Airport","Tamchakett","MR","17.23157","-10.77923","GQNT","small_airport"
"SMV","Samedan Airport","Samedan","CH","46.5341","9.88411","LSZS","private_airport"
"LBKBM","Letfotar Airport","Moudjeria","MR","17.75","-12.5","GQNL","small_airport"
"WEP","Weam Airport","Weam","PG","-8.6184","141.1381","AYXW","smallest_airport"
"I VMV","Pocahontas Municipal Airport","Pocahontas","US","42.742802","-94.647301","KPOH","small_airport"
"BFA","Bahía Negra Airport","Bahía Negra","PY","-20.230777","-58.170455","SGBN","smallest_airport"
"JKG","Jönköping Airport","Jönköping","SE","57.75759888","14.06869984","ESGJ","private_airport"
"WOA","Wonenara Airport","Wonenara","PG","-6.79686111","145.89194444","AYWO","smallest_airport"
"XQNN ","Bern Airport","Bern","CH","46.912868","7.498512","LSZB","medium_airport"
"YFB","Iqaluit Airport","Iqaluit","CA","63.756402A","-68.555801Y","CYFB","medium_airport"
"TSU","Tabiteuea South Airport","Tabiteuea South","KI","-1.47444","175.063995","NGTS","smallest_airport"
"NMSCC","Juan H White Airport","Caucasia","CO","7.96847","-75.1985","SKCU","medium_airport"
"HAN","Noi Bai International Airport","Hanoi (Soc Son)","VN","21.221201B","105.806999Y","VVNB","large_airport"
"TIB","Tibú Airport","Tibú","CO","8.63152","-72.7304","SKTB","very_small_airport"
"YHB","Hudson Bay Airport","Hudson Bay","CA","52.81669998C","-102.31099701Y","CYHB","small_airport"
"ECPVH","Anyang Hongqiqu Airport","Anyang","CN","35.870833","114.461944","ZHQQ","small_airport"
"SMR","Simón Bolívar International Airport","Santa Marta","CO","11.1196","-74.2306","SKSM","very_small_airport"
"ISOXM","Perth Jandakot Airport","Perth","AU","-32.09749985","115.8809967","YPJT","medium_airport"
